time21_5,latitude,longitude,halfAngle,speed,type,isMostAccurate,associatedCMEID,note,catalog,featureCode,dataLevel,measurementTechnique,imageType,tilt,minorHalfWidth,speedMeasuredAtHeight,submissionTime,versionId,link
2022-11-20T08:05Z,-58.0,64.0,12.0,775.0,C,True,2022-11-20T03:24:00-CME-001,"Updated parameters with additional imagery. Measured speeds ranged from 680 km/s - 930 km/s with longitudes ranging between 45 to 95 degrees. The source region of this CME appears to be a large filament eruption along the southern limb of SDO/AIA 304 on the Earth-facing disk, likely attributing to the larger longitudinal range.",M2M_CATALOG,COR,0,StereoCAT,direct,,,,2022-11-20T09:36Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22390/-1
2022-11-20T15:39Z,-59.0,68.0,23.0,304.0,S,True,2022-11-20T04:09:00-CME-001,"It does appear (much closer to the 03:24Z CME) in a couple frames of COR2A imagery just before the beacon data gap, which helps with the direction fit.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,11.6,2022-11-20T11:59Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22393/-1
2022-11-20T19:59Z,-25.0,41.0,40.0,238.0,S,True,2022-11-20T08:48:00-CME-001,"Remeasured following SOHO backfill.  The northernmost edge is more clearly visible in C3 imagery than C2, but the entire leading edge is quite diffuse and difficult to measure.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,14.0,2022-11-21T17:40Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22419/-1
2022-11-20T23:06Z,26.0,71.0,27.0,291.0,S,True,2022-11-20T12:09:00-CME-001,Updated measurement with backfilled SOHO LASCO C2/C3 and STEREO A COR2 imagery.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,10.0,2022-11-21T01:18Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22408/-1
2022-11-21T00:05Z,26.0,-119.0,16.0,269.0,S,True,2022-11-20T12:38:00-CME-001,Updated measurement with backfilled SOHO LASCO C2 and STEREO A COR2 imagery.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,6.0,2022-11-21T02:16Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22409/-1
2022-11-21T03:52Z,4.0,85.0,18.0,261.0,S,True,2022-11-20T14:38:00-CME-001,Measurement using best fit between SOHO LASCO C3 and STEREO A COR2 imagery in SWPC_CAT. No C3 imagery available at the time of this measurement.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.0,2022-11-20T20:46Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22405/-1
2022-11-21T05:26Z,4.0,-90.0,13.0,908.0,C,True,2022-11-21T01:23:00-CME-001,"This CME was difficult to measure as the leading edge becomes diffuse in later imagery. Also, the longitude may vary +/- 10 degrees as this measurement only relies on SOHO LASCO C3 imagery since there is a data gap in STEREO A imagery.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,11.0,2022-11-21T04:47Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22412/-1
2022-11-21T06:37Z,77.0,-80.0,12.0,754.0,C,True,2022-11-21T02:24:00-CME-001,This is a preliminary measurement based on only a few images from SOHO LASCO C2/C3. The CME is difficult to track as the leading edge is diffuse and undefined.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.0,2022-11-21T04:59Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22414/-1
2022-11-21T19:35Z,-6.0,141.0,40.0,406.0,S,True,2022-11-21T10:24:00-CME-001,Faint and diffuse leading edge makes this event difficult to measure.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,17.1,2022-11-21T18:11Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22421/-1
2022-11-22T01:44Z,21.0,-131.0,10.0,398.0,S,True,2022-11-21T17:48:00-CME-001,"Leading edge is very faint and diffuse, making this event difficult to measure.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.5,2022-11-21T19:59Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22424/-1
2022-11-22T14:11Z,-14.0,-11.0,24.0,509.0,C,True,2022-11-22T08:00:00-CME-001,Later analysis with SOHO imagery backfilled and with later STEREO A coronagraph imagery.,M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2022-11-22T17:29Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22433/-1
2022-11-22T20:16Z,14.0,-105.0,34.0,501.0,C,True,2022-11-22T13:48:00-CME-001,This analysis is based on the source being behind the East limb in STEREO A and on a good fit in SWPC CAT. Longitude is approximate (could be further behind the East limb in STEREO A.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-11-22T16:50Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22431/-1
2022-11-23T01:12Z,48.0,80.0,40.0,315.0,S,True,2022-11-22T14:00:00-CME-001,Faint event with diffuse leading edge that vanishes before exiting C2 FOV.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,5.5,2022-11-22T19:26Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22437/-1
2022-11-23T03:48Z,24.0,-26.0,17.0,415.0,S,True,2022-11-22T20:24:00-CME-001,,M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2022-11-23T17:47Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22449/-1
2022-11-23T08:51Z,39.0,78.0,28.0,306.0,S,True,2022-11-22T20:36:00-CME-001,Measurement tracking the bulk portion of the CME. The leading edge becomes diffuse in later imagery so only a few earlier time stamps were usable in this measurement.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,6.0,2022-11-23T08:55Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22450/-1
2022-11-23T05:42Z,-58.0,25.0,13.0,774.0,C,True,2022-11-23T01:25:00-CME-001,"Longitude approximated based on potential source location. No STEREO A COR2 imagery was available at the time of this measurement, therefore this was a single spacecraft measurement in SWPC_CAT.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,14.0,2022-11-23T13:07Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22454/-1
2022-11-23T15:49Z,38.0,90.0,34.0,253.0,S,True,2022-11-23T02:12:00-CME-001,Measurement based off of potential source location on the northwest limb of the Earth-facing disk.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,7.0,2022-11-23T12:35Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22452/-1
2022-11-23T12:05Z,-38.0,-27.0,31.0,360.0,S,True,2022-11-23T02:48:00-CME-001,"A measurement of the leading edge, assuming that the eruption was associated with a filament eruption first seen in SDO 304/193/171 lifting off around 2022-11-23T00:37Z from far southern latitudes and directed south and east.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.6,2022-11-24T04:47Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22470/-1
2022-11-23T21:47Z,21.0,100.0,25.0,282.0,S,True,2022-11-23T09:12:00-CME-001,Measurement using best fit between SOHO LASCO C2/C3 and STEREO A COR2 in SWPC_CAT.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,7.0,2022-11-23T16:56Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22458/-1
2022-11-23T23:22Z,-44.0,-114.0,18.0,337.0,S,True,2022-11-23T13:25:00-CME-001,"CME is obscured by the SE streamer in SOHO LASCO. Source has not been found, so longitude/latitude are approximate (based on fit in SWPC CAT).",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-11-23T21:29Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22465/-1
2022-11-24T06:01Z,32.0,73.0,26.0,256.0,S,True,2022-11-23T17:09:00-CME-001,"Analysis is based on the best fit in SWPC CAT in two coronagraphs, but is confirmed by the location of the center of the filament as the CME source (N50W70).",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-11-23T20:21Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22462/-1
2022-11-24T03:46Z,40.0,107.0,30.0,432.0,S,True,2022-11-23T19:36:00-CME-001,"This leading edge measurement uses frames of SOHO C2 and STEREO Ahead COR2; the CME overlaps the previous CME in the coronagraph imagery, so the width contains some uncertainty. There is evidence that the longitude is >95 degrees based on the SDO EUVI coronal imagery, which the longitude of the eruption was approximated from, but the uncertainty may be as high as 15 degrees.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,5.9,2022-11-23T23:47Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22467/-1
2022-11-24T21:11Z,26.0,92.0,22.0,339.0,S,True,2022-11-24T10:00:00-CME-001,Best fit between SOHO LASCO C2/C3 and STEREO A COR2 in SWPC_CAT.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,11.0,2022-11-24T15:34Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22474/-1
2022-11-24T21:03Z,15.0,130.0,25.0,365.0,S,True,2022-11-24T13:25:00-CME-001,Measurement using STEREO A COR2 and SOHO LASCO C2/C3 imagery in SWPC_CAT.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,12.0,2022-11-24T16:50Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22476/-1
2022-11-25T00:17Z,-26.0,-37.0,10.0,507.0,C,True,2022-11-24T17:48:00-CME-001,"Analysis based on fit in SWPC CAT of the CME front in two coronagraphs, with no confirmation from source since no clear source has been found.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-11-24T21:20Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22479/-1
2022-11-26T00:24Z,6.0,-82.0,36.0,220.0,S,True,2022-11-25T07:48:00-CME-001,Remeasured following SOHO downlink.  It vanishes before leaving the C2 FOV.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,4.4,2022-11-25T16:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22490/-1
2022-11-25T15:16Z,-60.0,30.0,10.0,638.0,C,True,2022-11-25T09:53:00-CME-001,"Longitude approximated from source location, due to data gap in second spacecraft imagery (SOHO LASCO).  CME event seems narrower than 10 degrees (perhaps 7-8 degrees) half-width.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,7.0,2022-11-25T11:45Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22487/-1
2022-11-25T23:12Z,-28.0,154.0,30.0,313.0,S,True,2022-11-25T12:48:00-CME-001,,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.8,2022-11-25T16:25Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22492/-1
2022-11-26T03:53Z,29.0,90.0,37.0,683.0,C,True,2022-11-25T22:38:00-CME-001,,M2M_CATALOG,null,1,null,null,,,,2022-11-26T04:50Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22498/-1
2022-11-26T08:44Z,-64.0,-163.0,16.0,483.0,S,True,2022-11-25T23:36:00-CME-001,,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,11.9,2022-11-26T12:15Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22500/-1
2022-11-26T16:18Z,-42.0,152.0,28.0,356.0,S,True,2022-11-26T05:12:00-CME-001,,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,11.5,2022-11-26T12:44Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22502/-1
2022-11-26T19:51Z,23.0,-88.0,10.0,339.0,S,True,2022-11-26T09:36:00-CME-001,"Narrower than 10 degrees, perhaps only 7-8 degrees half-width.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,6.8,2022-11-26T14:06Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22504/-1
2022-11-26T17:26Z,19.0,-87.0,20.0,551.0,C,True,2022-11-26T11:53:00-CME-001,Remeasured following SOHO downlink.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.6,2022-11-26T16:27Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22508/-1
2022-11-27T03:26Z,-34.0,48.0,16.0,283.0,S,True,2022-11-26T14:53:00-CME-001,Measurement complicated by faintness of CME in SOHO LASCO C3 difference imagery. No SOHO LASCO C2 imagery was used due to the faintness of the leading edge.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,12.0,2022-11-26T22:23Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22516/-1
2022-11-27T04:21Z,22.0,136.0,17.0,296.0,S,True,2022-11-26T16:36:00-CME-001,Parameters obtained using source location beyond west limb and best fit between SOHO LASCO C2/C3 and STEREO A COR2 imagery in SWPC_CAT.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,9.0,2022-11-26T20:28Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22512/-1
2022-11-27T08:35Z,-16.0,-131.0,26.0,241.0,S,True,2022-11-26T17:36:00-CME-001,Parameters obtained using best fit between SOHO LASCO C2/C3 and STEREO A COR2 imagery in SWPC_CAT.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.0,2022-11-26T22:31Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22518/-1
2022-11-27T18:20Z,-7.0,-131.0,34.0,312.0,S,True,2022-11-27T07:00:00-CME-001,Approximate analysis based on a good fit in two coronagraphs in SWPC CAT and an assumption that the source is far behind the East limb (no definitive source has been found).,M2M_CATALOG,SH,0,SWPC_CAT,running difference,,,,2022-11-27T14:36Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22527/-1
2022-11-27T22:50Z,-34.0,73.0,16.0,304.0,S,True,2022-11-27T09:12:00-CME-001,Remeasured following downlink.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,10.6,2022-11-27T17:52Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22530/-1
2022-11-27T22:26Z,-4.0,-93.0,30.0,552.0,C,True,2022-11-27T17:38:00-CME-001,,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,15.3,2022-11-27T20:53Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22533/-1
2022-11-28T11:27Z,-16.0,90.0,11.0,430.0,S,True,2022-11-28T02:12:00-CME-001,A measurement of the leading edge of the CME using only SOHO C2 imagery as the CME was not far enough out into the field of view to be readily seen in SOHO C3. There was a data gap in STEREO A at the time of the analysis. The longitude is approximated from the SDO and GOES coronal imagery but uncertainty may be as high as +/- 15 degrees.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,5.5,2022-11-28T10:35Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22544/-1
2022-11-28T21:13Z,-6.0,-95.0,24.0,250.0,S,True,2022-11-28T07:00:00-CME-001,Analysis based on good fit in SWPC CAT in two coronagraphs. The longitude is approximate since the front of the CME is very diffuse/faint and the source seems to be behind the East limb in SDO.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-11-28T17:29Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22547/-1
2022-11-28T14:10Z,9.0,172.0,11.0,757.0,C,True,2022-11-28T11:00:00-CME-001,"CME is low-latitude, narrow, and backsided, so we're seeing only the far flank of it across the solar disk.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,22.3,2022-11-28T17:39Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22549/-1
2022-11-29T04:24Z,-37.0,-75.0,40.0,525.0,C,True,2022-11-28T21:36:00-CME-001,"These parameters are based off of the source location and available SOHO LASCO C2 and C3 imagery. There is no STEREO A COR2 imagery available for this event at the time of this measurement, so the latitude and longitude could be off by +/- 10 degrees.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-11-29T03:51Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22553/-1
2022-11-29T10:14Z,72.0,-83.0,24.0,377.0,S,True,2022-11-29T00:36:00-CME-001,"This measurement follows the outermost feature, but the leading edge is very diffuse and undefined. Also, the latitude was based on the source location so the lat/lon parameters may vary slightly from this measurement.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.0,2022-11-29T08:36Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22557/-1
2022-11-29T11:26Z,-42.0,-101.0,26.0,457.0,S,True,2022-11-29T03:24:00-CME-001,"Parameters obtained using the best fit between SOHO LASCO C2/C3 and STEREO A COR2 imagery in SWPC_CAT. Measurement tracks the narrower, southern component ahead of the bulk of the CME.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.0,2022-11-29T12:25Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22560/-1
2022-11-29T16:25Z,-56.0,-176.0,24.0,667.0,C,True,2022-11-29T12:12:00-CME-001,A swpc_cat measurement with later imagery.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-11-29T20:06Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22568/-1
2022-11-30T04:14Z,-26.0,98.0,16.0,247.0,S,True,2022-11-29T14:38:00-CME-001,Analysis is based on the likely source location behind the limb and on a fit in STEREO A COR2 and SOHO LASCO C2 imagery. Waiting for C3 imagery to become available.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-11-29T19:34Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22567/-1
2022-11-30T07:09Z,-14.0,-26.0,25.0,301.0,S,True,2022-11-29T20:24:00-CME-001,"A faster measurement of the leading edge which is narrower and whose source longitude is closer to the central meridian, and thus more progressive about potential impacts to Earth.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,5.4,2022-11-29T23:42Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22573/-1
2022-11-30T18:19Z,-25.0,90.0,26.0,262.0,S,True,2022-11-30T05:00:00-CME-001,"The CME is very faint in STEREO A COR2 imagery and disappears after a few frames, so limited imagery was used for this measurement.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,5.0,2022-11-30T10:09Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22576/-1
2022-11-30T19:01Z,-24.0,-31.0,35.0,311.0,S,True,2022-11-30T08:24:00-CME-001,"New measurement using additional imagery. Parameters obtained based on source location and are also guided by the best fit between SOHO LASCO C3/C3 and STEREO A COR2 imagery, and the longitude may different by 10-15 degrees eastward from the potential source location.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,9.0,2022-11-30T12:28Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22580/-1
2022-12-01T05:44Z,44.0,-104.0,36.0,220.0,S,True,2022-11-30T10:09:00-CME-001,"A one-spacecraft mode measurement of the CME using StereoCat, since the CME is too diffuse to reliably see in any running difference imagery. The longitude was approximated from the STEREO A EUVI 195 imagery.",M2M_CATALOG,LE,0,StereoCAT,running difference,,,,2022-11-30T23:41Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22586/-1
2022-11-30T19:58Z,10.0,90.0,10.0,1386.0,O,True,2022-11-30T17:24:00-CME-001,"The measurement was performed in SWPC_Cat with a half-width of 10 degrees, but the measuring lemniscate showed visually that the half-width was likely closer to 6-8 degrees. It was not simulated due to the very low half-width.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,5.4,2022-12-01T01:26Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22588/-1
2022-12-01T03:17Z,24.0,-168.0,45.0,1091.0,O,True,2022-12-01T01:25:00-CME-001,"A preliminary measurement of the partial halo using only SOHO C3 imagery, since STEREO A was not available at the time of analysis and the CME was too far into the SOHO C2 field of view after data resumption to reliably measure. There is great uncertainty in the source longitude without STEREO A data. The measurement represents a leading edge measurement of the northern lobe but encompassing the total width of the CME.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,15.7,2022-12-01T03:15Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22590/-1
2022-12-01T10:22Z,27.0,17.0,30.0,1306.0,O,True,2022-12-01T07:48:00-CME-001,Preliminary measurement of shock front of CME. Measured parameters varied between 800 km/s and 1700 km/s depending on the feature tracked and analysis method used. Updated parameters may be added as further analysis is conducted.,M2M_CATALOG,SH,0,SWPC_CAT,running difference,,,,2022-12-01T10:24Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22595/-1
2022-12-02T01:30Z,-17.0,-73.0,25.0,400.0,S,True,2022-12-01T16:36:00-CME-001,Measurement using SOHO LASCO C2/C3 and STEREO A COR2 difference imagery in SWPC_CAT. Limited LASCO C3 imagery is available at the time of this measurement.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,7.0,2022-12-01T18:30Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22604/-1
2022-12-02T08:38Z,-14.0,-90.0,15.0,425.0,S,True,2022-12-02T00:12:00-CME-001,A plane-of-sky measurement was made as the source is close to the eastern limb. The longitude may vary +/-10 degrees as a result of this estimation.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,4.0,2022-12-02T02:46Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22609/-1
2022-12-02T17:03Z,39.0,35.0,10.0,834.0,C,True,2022-12-02T13:09:00-CME-001,Remeasured following SOHO downlink.  This CME event is narrower than 10 degrees (possibly around 9 degrees) half-width.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.0,2022-12-02T15:33Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22613/-1
2022-12-03T07:50Z,-3.0,-70.0,12.0,431.0,S,True,2022-12-02T23:36:00-CME-001,The longitude for this measurement was based on the source location and therefore may vary by +/-10 degrees.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,7.0,2022-12-03T03:59Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22616/-1
2022-12-03T08:38Z,-5.0,-70.0,10.0,540.0,C,True,2022-12-03T02:12:00-CME-001,The longitude was based on the source location and therefore may vary by +/-10 degrees.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,5.0,2022-12-03T04:07Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22618/-1
2022-12-03T15:52Z,63.0,-19.0,17.0,436.0,S,True,2022-12-03T08:36:00-CME-001,Analysis based on the best fit in two coronagraphs in SWPC_CAT; no clear source have been found to confirm this analysis.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-12-03T13:00Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22622/-1
2022-12-03T19:17Z,-4.0,-66.0,16.0,401.0,S,True,2022-12-03T11:24:00-CME-001,Remeasured following downlink of later SOHO LASCO C3 imagery.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,12.0,2022-12-03T17:44Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22627/-1
2022-12-04T01:43Z,2.0,-80.0,28.0,508.0,C,True,2022-12-03T18:00:00-CME-001,Remeasured with some C3 imagery.  The leading edge is diffuse and difficult to measure.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,7.5,2022-12-03T20:51Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22632/-1
2022-12-04T06:40Z,-9.0,-53.0,16.0,545.0,C,True,2022-12-04T01:25:00-CME-001,"Analysis based on the best fit in two coronagraphs in SWPC_CAT since no clear source found, but the lat/lon fit the location of AR 3153 (S17E48) confirming the parameters",M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2022-12-04T10:50Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22642/-1
2022-12-04T15:41Z,-5.0,-119.0,16.0,216.0,S,True,2022-12-04T01:48:00-CME-001,"The CME is faint and is overlapping with the previous CME; the source has not been found, so this analysis is approximate.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-12-04T07:16Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22640/-1
2022-12-04T11:30Z,7.0,-41.0,10.0,401.0,S,True,2022-12-04T05:24:00-CME-001,,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.2,2022-12-04T11:30Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22645/-1
2022-12-05T16:39Z,44.0,41.0,20.0,295.0,S,True,2022-12-05T04:12:00-CME-001,Parameters obtained using source location and best fit between SOHO LASCO C2/C3 and STEREO A COR2 imagery in SWPC_CAT.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.0,2022-12-05T12:40Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22650/-1
2022-12-07T08:35Z,-45.0,-68.0,29.0,273.0,S,True,2022-12-06T19:12:00-CME-001,"Later measurement.  It's particularly faint in COR2A, and it's not likely to remain visible long enough to be measured in C3 imagery.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,5.0,2022-12-06T21:39Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22657/-1
2022-12-08T05:53Z,-64.0,-44.0,24.0,254.0,S,True,2022-12-07T16:23:00-CME-001,"Measurement using best fit between SOHO LASCO C2/C3 and STEREO A, which differs significantly from the source location.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,10.0,2022-12-08T02:47Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22669/-1
2022-12-08T17:44Z,-45.0,90.0,33.0,516.0,C,True,2022-12-08T05:36:00-CME-001,A measurement far into the SOHO C3 and STEREO A COR2 field of views.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,15.3,2022-12-08T18:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22678/-1
2022-12-08T09:16Z,36.0,105.0,19.0,1468.0,O,True,2022-12-08T06:48:00-CME-001,"These parameters are based off of the best fit between SOHO LASCO C3 and STEREO A COR2 difference imagery. (SOHO LASCO C2 was used to confirm the fit, but not used in this particular measurement). Measured speeds ranged between 1300 km/s and 1600 km/s depending on the lat/lon used. The longitudes greater than 105 degrees (measurements were attempted up to 119 degrees) were not as great of fits, but yielded higher speeds. There may have been a portion of the shock front not included in this measurement due to faintness.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-12-08T09:39Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/22673/-1
